Year,Units,federal state,GeoCode,Value
2000,percentage,,,23.11
2001,percentage,,,21.78
2002,percentage,,,20.12
2003,percentage,,,19.52
2004,percentage,,,19.09
2005,percentage,,,19.08
2006,percentage,,,19.8
2007,percentage,,,20.06
2008,percentage,,,20.3
2009,percentage,,,19.27
2010,percentage,,,19.54
2011,percentage,,,20.37
2012,percentage,,,20.32
2013,percentage,,,19.9
2014,percentage,,,20.04
2015,percentage,,,20.02
2016,percentage,,,20.3
2017,percentage,,,20.41
2018,percentage,,,21.06
2019,percentage,,,21.37
2020,percentage,,,21.85
2021,percentage,,,21.89
2000,percentage,baden-wuerttemberg,code08,21.21
2001,percentage,baden-wuerttemberg,code08,21.57
2002,percentage,baden-wuerttemberg,code08,20.47
2003,percentage,baden-wuerttemberg,code08,19.27
2004,percentage,baden-wuerttemberg,code08,19.84
2005,percentage,baden-wuerttemberg,code08,19.23
2006,percentage,baden-wuerttemberg,code08,20.17
2007,percentage,baden-wuerttemberg,code08,20.37
2008,percentage,baden-wuerttemberg,code08,21.17
2009,percentage,baden-wuerttemberg,code08,20.64
2010,percentage,baden-wuerttemberg,code08,19.83
2011,percentage,baden-wuerttemberg,code08,20.63
2012,percentage,baden-wuerttemberg,code08,21.71
2013,percentage,baden-wuerttemberg,code08,20.89
2014,percentage,baden-wuerttemberg,code08,20.53
2015,percentage,baden-wuerttemberg,code08,20.81
2016,percentage,baden-wuerttemberg,code08,20.98
2017,percentage,baden-wuerttemberg,code08,21.85
2018,percentage,baden-wuerttemberg,code08,22.9
2019,percentage,baden-wuerttemberg,code08,23.44
2000,percentage,bavaria,code09,24.27
2001,percentage,bavaria,code09,23.04
2002,percentage,bavaria,code09,21.68
2003,percentage,bavaria,code09,22.35
2004,percentage,bavaria,code09,21.33
2005,percentage,bavaria,code09,20.43
2006,percentage,bavaria,code09,23.7
2007,percentage,bavaria,code09,22.94
2008,percentage,bavaria,code09,23.15
2009,percentage,bavaria,code09,21.52
2010,percentage,bavaria,code09,21.6
2011,percentage,bavaria,code09,23.16
2012,percentage,bavaria,code09,22.92
2013,percentage,bavaria,code09,22.66
2014,percentage,bavaria,code09,23.02
2015,percentage,bavaria,code09,23.14
2016,percentage,bavaria,code09,22.95
2017,percentage,bavaria,code09,23.51
2018,percentage,bavaria,code09,24.38
2019,percentage,bavaria,code09,24.48
2000,percentage,berlin,code11,20.85
2001,percentage,berlin,code11,19.1
2002,percentage,berlin,code11,16.37
2003,percentage,berlin,code11,14.58
2004,percentage,berlin,code11,15.74
2005,percentage,berlin,code11,17.68
2006,percentage,berlin,code11,17.27
2007,percentage,berlin,code11,17.79
2008,percentage,berlin,code11,17.26
2009,percentage,berlin,code11,16.8
