Year,Value,Units,GeoCode
2005.0,7.1,Prozent,
2006.0,8.4,Prozent,
2007.0,10.2,Prozent,
2008.0,10.1,Prozent,
2009.0,10.7,Prozent,
2010.0,11.4,Prozent,
2011.0,12.5,Prozent,
2012.0,13.6,Prozent,
2013.0,13.8,Prozent,
2014.0,14.3,Prozent,
2015.0,15.2,Prozent,
2016.0,14.9,Prozent,
2017.0,16.0,Prozent,
2018.0,16.8,Prozent,
2019.0,17.7,Prozent,
2020.0,19.7,Prozent,
2021.0,19.2,Prozent,
2005.0,7.1,Prozent,
2006.0,8.4,Prozent,
2007.0,10.2,Prozent,
2008.0,10.1,Prozent,
2009.0,10.7,Prozent,
2010.0,11.4,Prozent,
2011.0,12.5,Prozent,
2012.0,13.6,Prozent,
2013.0,13.8,Prozent,
2014.0,14.3,Prozent,
2015.0,15.2,Prozent,
2016.0,14.9,Prozent,
2017.0,16.0,Prozent,
2018.0,16.8,Prozent,
2019.0,17.7,Prozent,
2020.0,19.7,Prozent,
2020.0,,Prozent,
2030.0,,Prozent,
2040.0,,Prozent,
2050.0,,Prozent,
2030.0,,Prozent,
2040.0,,Prozent,
2050.0,,Prozent,
2030.0,,Prozent,
2040.0,,Prozent,
2050.0,,Prozent,
2030.0,,Prozent,
2040.0,,Prozent,
2050.0,,Prozent,
2030.0,,Prozent,
2040.0,,Prozent,
2050.0,,Prozent,
2030.0,,Prozent,
2040.0,,Prozent,
2050.0,,Prozent,
2030.0,,Prozent,
2040.0,,Prozent,
2050.0,,Prozent,
2030.0,,Prozent,
2040.0,,Prozent,
2050.0,,Prozent,
2030.0,,Prozent,
2040.0,,Prozent,
2050.0,,Prozent,
2030.0,,Prozent,
2040.0,,Prozent,
2050.0,,Prozent,
2030.0,,Prozent,
2040.0,,Prozent,
2050.0,,Prozent,
2030.0,,Prozent,
2040.0,,Prozent,
2050.0,,Prozent,
2030.0,,Prozent,
2040.0,,Prozent,
2050.0,,Prozent,
2030.0,,Prozent,
2040.0,,Prozent,
2050.0,,Prozent,
2030.0,,Prozent,
2040.0,,Prozent,
2050.0,,Prozent,
2030.0,,Prozent,
2040.0,,Prozent,
2050.0,,Prozent,
2030.0,,Prozent,
2040.0,,Prozent,
2050.0,,Prozent,
