Year,Value,Units,GeoCode
2006.0,23.0,Percentage,
2007.0,23.0,Percentage,
2008.0,23.0,Percentage,
2009.0,23.0,Percentage,
2010.0,22.0,Percentage,
2011.0,22.0,Percentage,
2012.0,23.0,Percentage,
2013.0,22.0,Percentage,
2014.0,22.0,Percentage,
2015.0,22.0,Percentage,
2016.0,21.0,Percentage,
2017.0,20.0,Percentage,
2018.0,20.0,Percentage,
2019.0,19.0,Percentage,
2020.0,18.0,Percentage,
2021.0,18.0,Percentage,
2006.0,23.0,Percentage,
2007.0,23.0,Percentage,
2008.0,23.0,Percentage,
2009.0,23.0,Percentage,
2010.0,22.0,Percentage,
2011.0,22.0,Percentage,
2012.0,23.0,Percentage,
2013.0,22.0,Percentage,
2014.0,22.0,Percentage,
2015.0,22.0,Percentage,
2016.0,21.0,Percentage,
2017.0,20.0,Percentage,
2018.0,20.0,Percentage,
2019.0,19.0,Percentage,
2020.0,18.0,Percentage,
2020.0,,Percentage,
