Year,Value,Units,GeoCode
2005.0,7.1,percentage,
2006.0,8.4,percentage,
2007.0,10.2,percentage,
2008.0,10.1,percentage,
2009.0,10.7,percentage,
2010.0,11.4,percentage,
2011.0,12.5,percentage,
2012.0,13.6,percentage,
2013.0,13.8,percentage,
2014.0,14.3,percentage,
2015.0,15.2,percentage,
2016.0,14.9,percentage,
2017.0,16.0,percentage,
2018.0,16.8,percentage,
2019.0,17.7,percentage,
2020.0,19.7,percentage,
2021.0,19.2,percentage,
2005.0,7.1,percentage,
2006.0,8.4,percentage,
2007.0,10.2,percentage,
2008.0,10.1,percentage,
2009.0,10.7,percentage,
2010.0,11.4,percentage,
2011.0,12.5,percentage,
2012.0,13.6,percentage,
2013.0,13.8,percentage,
2014.0,14.3,percentage,
2015.0,15.2,percentage,
2016.0,14.9,percentage,
2017.0,16.0,percentage,
2018.0,16.8,percentage,
2019.0,17.7,percentage,
2020.0,19.7,percentage,
2020.0,,percentage,
2030.0,,percentage,
2040.0,,percentage,
2050.0,,percentage,
2030.0,,percentage,
2040.0,,percentage,
2050.0,,percentage,
2030.0,,percentage,
2040.0,,percentage,
2050.0,,percentage,
2030.0,,percentage,
2040.0,,percentage,
2050.0,,percentage,
2030.0,,percentage,
2040.0,,percentage,
2050.0,,percentage,
2030.0,,percentage,
2040.0,,percentage,
2050.0,,percentage,
2030.0,,percentage,
2040.0,,percentage,
2050.0,,percentage,
2030.0,,percentage,
2040.0,,percentage,
2050.0,,percentage,
2030.0,,percentage,
2040.0,,percentage,
2050.0,,percentage,
2030.0,,percentage,
2040.0,,percentage,
2050.0,,percentage,
2030.0,,percentage,
2040.0,,percentage,
2050.0,,percentage,
2030.0,,percentage,
2040.0,,percentage,
2050.0,,percentage,
2030.0,,percentage,
2040.0,,percentage,
2050.0,,percentage,
2030.0,,percentage,
2040.0,,percentage,
2050.0,,percentage,
2030.0,,percentage,
2040.0,,percentage,
2050.0,,percentage,
2030.0,,percentage,
2040.0,,percentage,
2050.0,,percentage,
2030.0,,percentage,
2040.0,,percentage,
2050.0,,percentage,
